StockCode,GCode,Vendor,PartNo,Description,RRP,ETA,Block1_Price,Block2_Price,Block3_Price,ProductGroup,Stock,EAN,UPC,APN
AT-X230-18GT-40,DZ00110881,Allied Telesis,AT-X230-18GT-40,"ALLIED TELESIS X230-18GT-40 L2+ GIGA SWITCH, 16X 10/100/1000-T, 2X SFP PORTS, 1 X FIXED PSU, AU POWER CORD",1887.92,TBC,1201.22,1201.22,1201.22,Network Device,0,,99000503740,
AT-X230-28GP-40,DZ00110885,Allied Telesis,AT-X230-28GP-40,"ALLIED TELESIS X230-28GP-40 L2+ GIGA SWITCH, 24X 10/100/1000-T POE+, 4X SFP PORTS, 1 X FIXED PSU, AU POWER CORD",3348.42,TBC,2081.35,2081.35,2081.35,Network Device,0,,99000464740,
AT-X230-28GT-40,DZ00110882,Allied Telesis,AT-X230-28GT-40,"ALLIED TELESIS X230-28GT-40 L2+ GIGA SWITCH, 24X 10/100/1000-T, 4X SFP PORTS, 1 X FIXED PSU, AU POWER CORD",2181.17,TBC,1388.21,1388.21,1388.21,Network Device,0,,99000503840,
AT-X330-28GTX-40,DZ00110890,Allied Telesis,AT-X330-28GTX-40,"ALLIED TELESIS X330-28GTX-40 L3 STACKABLE SWITCH, 24X 10/100/1000-T, 2X 1/2.5/5/10G-T, 2X SFP+ PORTS, 1 X FIXED PSU, AU POWER CORD",4025,TBC,2560.98,2560.98,2560.98,Network Device,0,,99000759640,
AT-X330-52GTX-40,DZ00110891,Allied Telesis,AT-X330-52GTX-40,"ALLIED TELESIS X330-52GTX-40 L3 STACKABLE SWITCH, 48X 10/100/1000-T, 2X 1/2.5/5/10G-T, 2X SFP+ PORTS, 1 X FIXED PSU, AU POWER CORD",6516.67,TBC,4146.34,4146.34,4146.34,Network Device,0,,99000759740,
AT-X530L-28GPX-40,DZ00110886,Allied Telesis,AT-X530L-28GPX-40,"ALLIED TELESIS X530L-28GPX-40 L3 STACKABLE SWITCH, 24X 10/100/1000-T POE +, 4X SFP+ PORTS, 2 X FIXED PSU, AU POWER CORD",9487.5,TBC,6036.59,6036.59,6036.59,Network Device,0,,99000651940,
AT-X530L-28GTX-40,DZ00110887,Allied Telesis,AT-X530L-28GTX-40,"ALLIED TELESIS X530L-28GTX-40 L3 STACKABLE SWITCH, 24X 10/100/1000-T, 4X SFP+ PORTS, 2 X FIXED PSU, AU POWER CORD",5692.5,TBC,3621.95,3621.95,3621.95,Network Device,0,,99000642840,
AT-X530L-52GPX-40,DZ00110888,Allied Telesis,AT-X530L-52GPX-40,"ALLIED TELESIS X530L-52GPX-40 L3 STACKABLE SWITCH, 48X 10/100/1000-T POE +, 4X SFP+ PORTS, 2 X FIXED PSU, AU POWER CORD",12245.58,TBC,7792.68,7792.68,7792.68,Network Device,0,,99000652040,
AT-X530L-52GTX-40,DZ00110889,Allied Telesis,AT-X530L-52GTX-40,"ALLIED TELESIS X530L-52GTX-40 L3 STACKABLE SWITCH, 48X 10/100/1000-T, 4X SFP+ PORTS, 2 X FIXED PSU, AU POWER CORD",8855,TBC,5634.15,5634.15,5634.15,Network Device,0,,99000651840,
AT-X930-28GSTX-E01,DZ00111055,Allied Telesis,AT-X930-28GSTX-E01,"ALLIED TELESIS AT-X930-28GSTX-E01 STACKABLE SWITCH, 24X 10/100/1000T, 100/1000 SFP, 4X SFP+ PORTS, DUAL HOTSWAP PSU BAYS, 1YR NCA",14413.33,,9172.76,9172.76,9172.76,Network Device,B,,990-003841-E01,
AT-X930-28GSTX-E05,DZ00111056,Allied Telesis,AT-X930-28GSTX-E05,"ALLIED TELESIS AT-X930-28GSTX-E05 STACKABLE SWITCH, 24X 10/100/1000T, 100/1000 SFP, 4X SFP+ PORTS, DUAL HOTSWAP PSU BAYS, 5YR NCA",17713.83,,11272.36,11272.36,11272.36,Network Device,B,,990-003841-E05,
AT-X930-28GTX-E01,DZ00111057,Allied Telesis,AT-X930-28GTX-E01,"ALLIED TELESIS AT-X930-28GTX-E01 STACKABLE SWITCH, 24X 10/100/1000T, 4X SFP+ PORTS, DUAL HOTSWAP PSU BAYS, 1YR NCA",11168.42,,7105.69,7105.69,7105.69,Network Device,B,,990-003835-E01,
AT-X930-28GTX-E05,DZ00111058,Allied Telesis,AT-X930-28GTX-E05,"ALLIED TELESIS AT-X930-28GTX-E05 STACKABLE SWITCH, 24X 10/100/1000T, 4X SFP+ PORTS, DUAL HOTSWAP PSU BAYS, 5YR NCA",13725.25,,8733.74,8733.74,8733.74,Network Device,B,,990-003835-E05,
AT-X950-28XSQ-E01,DZ00111049,Allied Telesis,AT-X950-28XSQ-E01,"ALLIED TELESIS AT-X950-28XSQ-E01 STACKABLE SWITCH, 24X 1/10G SFP/SFP+, 4X 40G/100G QSFP+/QSFP28 PORTS, XEM BAY, DUAL HOTSWAP PSU BAYS, 1YR NCA",38074.58,,24225.61,24225.61,24225.61,Network Device,B,,990-006194-E01,
AT-X950-28XSQ-E05,DZ00111050,Allied Telesis,AT-X950-28XSQ-E05,"ALLIED TELESIS AT-X950-28XSQ-E05 STACKABLE SWITCH, 24X 1/10G SFP/SFP+, 4X 40G/100G QSFP+/QSFP28 PORTS, XEM BAY, DUAL HOTSWAP PSU BAYS, 5YR NCA",46791.58,,29772.36,29772.36,29772.36,Network Device,B,,990-006194-E05,
AT-X950-52XSQ-E01,DZ00111051,Allied Telesis,AT-X950-52XSQ-E01,"ALLIED TELESIS AT-X950-52XSQ-E01 ADVANCED L3 STACKABLE SWITCH, 48X 1/10G SFP+ SLOT, 4X 40/100G QSFP28 SLOT & 2X PSU BAYS, PSU SOLD SEPARATELY, 1YR NCA",49647.42,,31589.43,31589.43,31589.43,Network Device,B,,990-006970-E01,
AT-X950-52XSQ-E05,DZ00111052,Allied Telesis,AT-X950-52XSQ-E05,"ALLIED TELESIS AT-X950-52XSQ-E05 ADVANCED L3 STACKABLE SWITCH, 48X 1/10G SFP+ SLOT, 4X 40/100G QSFP28 SLOT & 2X PSU BAYS, PSU SOLD SEPARATELY, 5YR NCA",61015.17,,38823.17,38823.17,38823.17,Network Device,B,,990-006970-E05,
AX6G1AA(CLOUDIIISWIRELESSWH),DZ00113671,HP,AX6G1AA,HYPERX CLOUD III S WIRELESS GAMING HEADSET (WHITE),349,,295,295,295,Headset And Microphone,B,,1.98702E+11,
B1503CVA-S78881X,DZ00113989,Asus,90NX0801-M0A6N0,ASUS B1503CVA-S78881X 15.6''FHD INTEL CORE7 150U DDR5 16GB 512GB PCIE 4.0 WIFI6E NUM - KEY WIN11 PRO 1 YEAR ON SITE GREY NOTEBOOK,2499,,1955.74,1955.74,1955.74,Notebook - Commercial,30,4.71164E+12,1.99292E+11,
B3405CCA-LY1736X,DZ00112993,Asus,90NX08L1-M021J0,"ASUS B3405CCA-LY1736X INTEL U7 - 255H 14.0"" WUXGA 16:10 DDR5 32G 512G PCIE NON TOUCH SCREEN GREY TPM WIN11 PRO ,3Y ON-SITE EXPERTBOOK",2416,,1848.77,1848.77,1848.77,Notebook - Commercial,6,,1,
B3605CCA-MB0269X,DZ00114001,Asus,90NX08N1-M00A00,"ASUS B3605CCA-MB0269X 16.0"" WUXGA INTEL U5 225H DDR5 16G 512G PCIE WIFI6E NUM-KEY WIN11PRO 1YR ONSITE NOTEBOOK",2499,,1955.74,1955.74,1955.74,Notebook - Commercial,30,4.71164E+12,1.99291E+11,
B3605CCA-MB0270X,DZ00114002,Asus,90NX08N1-M00A10,"ASUS B3605CCA-MB0270X 16.0"" WUXGA INTEL CORE ULTRA7 255H DDR5 16GB 512GB PCIE4.0 CARMER WIFI6E WIN11PRO 1YR ONSITE NOTEBOOK",2729,,2135.74,2135.74,2135.74,Notebook - Commercial,30,4.71164E+12,1.99291E+11,
B5404CMA-Q71976X,DZ00112997,Asus,90NX06R1-M02KC0,"ASUS B5404CMA-Q71976X INTEL U7-155U 14.0"" WUXGA 16:10 GAPHICS DDR5 32G 512G PCIE NON TOUCH SCREEN BLK TPM WIN11 PRO ,3Y ON-SITE EXPERTBOOK",3099,,2371.41,2371.41,2371.41,Notebook - Commercial,10,4.71164E+12,1.99291E+11,
B5405CCA-NZ0837X,DZ00112995,Asus,90NX08I1-M010T0,"ASUS B5405CCA-NZ0837X INTEL U5-225H 14.0"" WQXGA 16:10 INTEL AI BOOST NPU DDR5 16G 512G PCIE NON TOUCH SCREEN GREY TPM WIN11 PRO ,3Y ON-SITE EXPERTBOOK",2999,,2294.89,2294.89,2294.89,Notebook - Commercial,4,4.71164E+12,1.99291E+11,
B550M DS3H AC R2,DZ00112147,Gigabyte,B550M DS3H AC R2,GIGAYBTE B550M DS3H AC ARGB FRONT USB-C R2 MOTHERBOARD,229,,158,158,158,Motherboard,25,,8.89523E+11,
B650M GAMING WIFI,DZ00110972,Gigabyte,B650M GAMING WIFI,GIGABYTE B650M GAMING WIFI MOTHERBOARD,245,,159,159,159,Motherboard,28,,8.24142E+11,
B760M G WF6 PLUS GEN5,DZ00112384,Gigabyte,B760M G WF6 PLUS GEN5,GIGABYTE B760M G WF6 PLUS GEN5 MOTHERBOARD,250,,185,185,185,Motherboard,14,,8.89523E+11,
B760M-AYW WIFI,DZ00110725,Asus,90MB1FK0-M0UAY0,ASUS B760M-AYW WIFI MOTHERBOARD,248,,165,165,165,Motherboard,25,,1.97105E+11,
B850M EAGLE WF6E ICE,DZ00112381,Gigabyte,B850M EAGLE WF6E ICE,GIGABYTE B850M EAGLE WF6E ICE MOTHERBOARD,419,,269,269,269,Motherboard,6,,8.89523E+11,
B850M EAGLE WF6E,DZ00112382,Gigabyte,B850M EAGLE WF6E,GIGABYTE B850M EAGLE WF6E MOTHERBOARD,359,,259,259,259,Motherboard,3,,8.89523E+11,
B850M FORCE WF6E V2,DZ00113326,Gigabyte,B850M FORCE WF6E V2,GIGABYTE B850M FORCE WF6E V2 MOTHERBOARD,319,,209,209,209,Motherboard,15,,8.89523E+11,
B850M GAMING X WF6E,DZ00111715,Gigabyte,B850M GAMING X WF6E,GIGABYTE B850M GAMING X WF6E MOTHERBOARD,409,,296,296,296,Motherboard,22,,8.89523E+11,
B860M DS3H WIFI6E 2.0,DZ00113398,Gigabyte,B860M DS3H WIFI6E 2.0,GIGABYTE B860M DS3H WIFI6E REV 2.0 MOTHERBOARD,319,,224,224,224,Motherboard,30,,8.89523E+11,
B860M EAGLE WIFI6 V2,DZ00113325,Gigabyte,B860M EAGLE WIFI6 V2,GIGABYTE B860M EAGLE WIFI6 V2 MOTHERBOARD,305,TBC,208,208,208,Motherboard,0,,8.89523E+11,
B860M GAMING X WIFI6E,DZ00111716,Gigabyte,B860M GAMING X WIFI6E,GIGABYTE B860M GAMING X WIFI6E MOTHERBOARD,359,,265,265,265,Motherboard,24,,8.89523E+11,
B9406CAA-TH0076X,DZ00113996,Asus,90NX09J2-M002L0,"ASUS B9406CAA-TH0076X INTEL ULTRA  X7 358H 14"" WQXGA+ 16:10 LPDDR5X 32G ON BD 512G  2280 PCIE G4 1B-JET FOG WIN11 PRO 3Y ON-SITE EXPERTBOOK",7399,,5854.86,5854.86,5854.86,Notebook - Commercial,1,4.71164E+12,1.99292E+11,
BR1104CTA-N00168XA,DZ00113077,Asus,90NX08T2-M005H0,"ASUS BR1104CTA-N00168XA 11.6"" HD INTEL N150 8GB LPDDR5 128GB SSD WIFI6E WIN11 PRO EDU 1YR ONSITE",1249,,1020.92,1020.92,1020.92,Notebook - Commercial,30,4.71164E+12,1.99291E+11,
BR1104CTA-N00283XA,DZ00113990,Asus,90NX08T2-M009H0,ASUS BR1104CTA-N00283XA 11.6''HD INTEL N150 LPDDR5 16GB ON BD 256GB 2280 PCIE G4 TPM  WIN11 PRO EDUCATION 1 YEAR ON SITE GREY NOTEBOOK,1429,,1118.35,1118.35,1118.35,Notebook - Commercial,30,4.71164E+12,1.99291E+11,
BR1204FTA-R90244XA,DZ00113663,Asus,90NX08U1-M00820,ASUS BR1204FTA-R90244XA 12.2'' WUXGA  INTEL N150 8GB LPDDR5 128GB UFS TOUCH SCREEN WIN 11 PRO EDUCATION 1Y ON- SITE NOTEBOOK,719,TBC,588.52,588.52,588.52,Notebook - Commercial,0,4.71164E+12,1.99291E+11,
BR1402CGA-EB0827X,DZ00113241,Asus,90NX06C1-M00W60,ASUS BR1402CGA-EB0827X 14'' FHD  INTEL I3-N305 8GB DDR4 128GB PCIE G3 FINGERPRINT MINERAL GREY WIN11 PRO 1Y ON-SITE,921,25/08/2026,902.1,902.1,902.1,Notebook - Commercial,0,4.71164E+12,1.99291E+11,
BV1164BQBDGX,DZ00112913,Getac,BV1164BQBDGX,"GETAC B360G3 13.3"" FHD LCD TOUCHSCREEN INTEL CORE ULTRA 5 225H 16GB 256GB PCIE SSD WEBCAM US KBD WIFI BT WIN11PRO 3Y WTY",8039,,5354.7,5354.7,5354.7,Commercial Product And Solution - Device,B,,0000,
BV3166BQBDGX,DZ00112914,Getac,BV3166BQBDGX,"GETAC B360G3 13.3"" FHD LCD TOUCHSCREEN INTEL CORE ULTRA 7 255H 16GB 512GB PCIE SSD WEBCAM US KBD WIFI BT WIN11PRO 3Y WTY",9109,,5843.99,5843.99,5843.99,Commercial Product And Solution - Device,B,,0000,
BV3166BQBJGX,DZ00112915,Getac,BV3166BQBJGX,"GETAC B360G3 13.3"" FHD LCD TOUCHSCREEN INTEL CORE ULTRA 7 255H 16GB 512GB PCIE SSD WEBCAM US KBD WIFI BT 4G GPS WIN11PRO 3Y WTY",9989,,6407.36,6407.36,6407.36,Commercial Product And Solution - Device,B,,0000,
BX8071512100,85940,Intel,BX8071512100,INTEL CORE i3-12100 12M CACHE UP TO 4.30GHz LGA1700 DESKTOP PROCESSOR,299,29/07/2026,208,208,208,CPU,0,,7.35859E+11,
BX8071512400,85942,Intel,BX8071512400,INTEL CORE i5-12400 18M CACHE UP TO 4.40GHz LGA1700 DESKTOP PROCESSOR,292,TBC,275,275,275,CPU,0,,1,
BX8071512700,85946,Intel,BX8071512700,INTEL CORE I7 12700 12 CORES 20 THREADS 4.90 GHZ 25M CACHE LGA 1700 PROCESSOR,575,TBC,528,528,528,CPU,0,,,
BX8071512700F,85947,Intel,BX8071512700F,INTEL CORE I7 12700F 12 CORES 20 THREADS 4.90 GHZ 25M CACHE LGA 1700 PROCESSOR,575,TBC,488,488,488,CPU,0,,1,
BX8071514100,89873,Intel,BX8071514100,INTEL CORE I3 14100 UP to 4.70 GHZ 12M CACHE FC- LGA16A PROCESSOR,250,,223,223,223,CPU,27,,1,
BX8071514400,89876,Intel,BX8071514400,INTEL CORE I5 14400 Up to  4.70GHZ 20M CACHE FC-LGA16A PROCESSOR,489,,320,320,320,CPU,11,,1,
BX8071514400F,89877,Intel,BX8071514400F,INTEL CORE I5 14400F Up to  4.70GHZ 20M CACHE FC-LGA16A PROCESSOR WITHOUT BUILTIN GRAPHIC CARD,445,,278,278,278,CPU,29,,1,
BX8071514600KF,89345,Intel,BX8071514600KF,INTEL CORE I5 14600KF 14 cores (6 P-cores + 8 E-cores) up to 5.3 GHz LGA1700 PROCESSOR,469,TBC,398.5,398.5,398.5,CPU,0,,00735858546904,
BX8071514700,89879,Intel,BX8071514700,INTEL CORE I7 14700 Up to 5.40GHZ 33M CACHE FC-LGA16A PROCESSOR,735,TBC,619,619,619,CPU,0,,1,
BX8071514700F,89880,Intel,BX8071514700F,INTEL CORE I7 14700F Up to 5.40GHZ 33M CACHE FC-LGA16A PROCESSOR WITHOUT BUILTIN GRAPHIC CARD,680,TBC,595,595,595,CPU,0,,1,
BX8071514900,89881,Intel,BX8071514900,INTEL CORE I9 14900 UP to 5.80GHZ 36M CACHE FC-LGA16A PROCESSOR,1230,TBC,969,969,969,CPU,0,,1,
BX8071514900F,89882,Intel,BX8071514900F,INTEL CORE I9 14900F UP to 5.80GHZ 36M CACHE FC-LGA16A PROCESSOR WITHOUT BUILTIN GRAPHIC CARD,1199,TBC,939,939,939,CPU,0,,1,
BX8071514900K,89348,Intel,BX8071514900K,INTEL CORE I9 14900K 24 CORES (8 P-cores + 16 E-cores) up to 6.0 GHz LGA1700 PROCESSOR,1050,,929,929,929,CPU,2,,00735858546966,
BX8071514900KF,89349,Intel,BX8071514900KF,INTEL CORE I9 14900KF 24 CORES (8 P-cores + 16 E-cores) up to 6.0 GHz LGA1700 PROCESSOR,995,,869,869,869,CPU,4,,00735858546980,
BX80768225,DZ00111780,Intel,BX80768225,INTEL CORE ULTRA 5 PROCESSOR 225 20M CACHE UP TO 4.9 GHZ FCLGA18W BOXED,399,TBC,303.5,303.5,303.5,CPU,0,,000000000,
BX80768225F,DZ00111781,Intel,BX80768225F,INTEL CORE ULTRA 5 PROCESSOR 225F 20M CACHE UP TO 4.9 GHZ FCLGA18W BOXED,379,,265,265,265,CPU,30,,000000000,
BX80768250K,DZ00113686,Intel,BX80768250K,"INTEL CORE ULTRA 5 PROCESSOR 250K PLUS 30M CACHE, UP TO 5.30 GHZ FCLGA18W",519,TBC,411,411,411,CPU,0,,00735858553209,
BX80768250KF,DZ00113685,Intel,BX80768250KF,"INTEL CORE ULTRA 5 PROCESSOR 250KF PLUS 30M CACHE, UP TO 5.30 GHZ FCLGA18W",439,,369,369,369,CPU,30,,00735858553216,
BX80768265,DZ00111782,Intel,BX80768265,INTEL CORE ULTRA 7 PROCESSOR 265 30M CACHE UP TO 5.3 GHZ FCLGA18W BOXED,785,TBC,599,599,599,CPU,0,,000000000,
BX80768265F,DZ00111783,Intel,BX80768265F,INTEL CORE ULTRA 7 PROCESSOR 265F 30M CACHE UP TO 5.3 GHZ FCLGA18W BOXED,889,,577,577,577,CPU,18,,000000000,
BX80768265KF,DZ00111239,Intel,BX80768265KF,INTEL CORE ULTRA 7 PROCESSOR 265KF 30M CACHE 5.50 GHz LGA1851,669,,478,478,478,CPU,23,,1,
BX80768270K,DZ00113688,Intel,BX80768270K,"INTEL CORE ULTRA 7 PROCESSOR 270K PLUS 36M CACHE, UP TO 5.50 GHZ FCLGA18W",689,TBC,599,599,599,CPU,0,,00735858553308,
BX80768285,DZ00111784,Intel,BX80768285,INTEL CORE ULTRA 9 PROCESSOR 285 36M CACHE UP TO 5.60 GHZ FCLGA18W BOXED,1335,TBC,1059,1059,1059,CPU,0,,000000000,
BX80768285K,DZ00111237,Intel,BX80768285K,INTEL CORE ULTRA 9 PROCESSOR 285K 36M CACHE 5.70 GHz FCLGA18W,1275,TBC,1159,1159,1159,CPU,0,,1,
C736-C27G(NX.KD4SA.003),DZ00114380,Acer,NX.KD4SA.003,"ACER CHROMEBOOK C736-C27G 11.6"" HD IPS INTEL N100 8GB 64GB EMMC HD CAMERA CHROME OS CHROMEBOOK 1YR WTY",679,,469,469,469,Notebook - Commercial,30,,4.71112E+12,
C736-C4NL(NX.KD4SA.006),DZ00114381,Acer,NX.KD4SA.006,"ACER CHROMEBOOK C736-C4NL 11.6"" HD IPS INTEL N100 8GB 64GB EMMC HD CAMERA CHROME OS WITH EDUCATION UPGRADE CHROMEBOOK 1YR WTY",699,,479,479,479,Notebook - Commercial,30,,4.71147E+12,
CA-9011188-AP (VIRTUOSO WL XT),85193,Corsair,CA-9011188-AP,CORSAIR VIRTUOSO RGB WIRELESS XT HEADSET SLATE,549,10/08/2026,429.65,429.65,429.65,Smart Device And CE,0,0840006605812,8.40007E+11,
CA-9011235-AP (HS80 WL CARBON),85192,Corsair,CA-9011235-AP,CORSAIR HS80 RGB WIRELESS HEADSET CARBON,279,10/08/2026,218.35,218.35,218.35,Smart Device And CE,0,0840006625926,8.40007E+11,
CA-9011236-AP(HS80 RGB WL WHT),86373,Corsair,CA-9011236-AP,CORSAIR HS80 RGB WIRELESS HEADSET - WHITE,279,10/08/2026,218.35,218.35,218.35,Smart Device And CE,0,0840006635178,8.40007E+11,
CA-9011237-HS80 RGB USB BLK,87033,Corsair,CA-9011237-AP,CORSAIR HS80 RGB USB GAMING HEADSET - BLACK,199,10/08/2026,155.74,155.74,155.74,Smart Device And CE,0,0840006644460,8.40007E+11,
CA-9011238-HS80 RGB USB WHI,87034,Corsair,CA-9011238-AP,CORSAIR HS80 RGB USB GAMING HEADSET - WHITE,199,10/08/2026,155.74,155.74,155.74,Smart Device And CE,0,0840006644507,8.40007E+11,
CA-9011260-HS55 STR BLK,87027,Corsair,CA-9011260-AP,CORSAIR HS55 STEREO GAMING HEADSET - BLACK,89,10/08/2026,65.78,65.78,65.78,Smart Device And CE,0,0840006643609,8.40007E+11,
CA-9011261-HS55 STR WHI,87028,Corsair,CA-9011261-AP,CORSAIR HS55 STEREO GAMING HEADSET - WHITE,89,22/09/2026,65.78,65.78,65.78,Smart Device And CE,0,0840006643647,8.40007E+11,
CA-9011265-HS55 SUR BLK,87029,Corsair,CA-9011265-AP,CORSAIR HS55 SURROUND GAMING HEADSET - BLACK,109,10/08/2026,80.57,80.57,80.57,Smart Device And CE,0,0840006643685,8.40007E+11,
CA-9011266-HS55 SUR WHI,87030,Corsair,CA-9011266-AP,CORSAIR HS55 SURROUND GAMING HEADSET - WHITE,109,,80.57,80.57,80.57,Smart Device And CE,20,0840006643722,8.40007E+11,
CA-9011270-HS65 SUR BLK,87031,Corsair,CA-9011270-AP,CORSAIR HS65 SURROUND GAMING HEADSET - BLACK,149,,116.61,116.61,116.61,Smart Device And CE,3,0840006643760,8.40007E+11,
CA-9011271-HS65 SUR WHT,87032,Corsair,CA-9011271-AP,CORSAIR HS65 SURROUND GAMING HEADSET - WHITE,149,10/08/2026,116.61,116.61,116.61,Smart Device And CE,0,0840006606307,8.40007E+11,
CA-9011377-AP(HS35 V2 CARBON),DZ00110475,Corsair,CA-9011377-AP,CORSAIR HS35 V2 MULTIPLATFORM GAMING HEADSET - CARBON,79,,60.45,60.45,60.45,Smart Device And CE,9,,8.40007E+11,
CA-9011379-WW(VOID WL V2 BLK),DZ00112297,Corsair,CA-9011379-WW,CORSAIR VOID WIRELESS v2 HEADSET - CARBON,239,,187.04,187.04,187.04,Smart Device And CE,6,,8.4044E+11,
CA-9011380-WW(VOID VL V2 WHT),DZ00112298,Corsair,CA-9011380-WW,CORSAIR VOID WIRELESS v2 HEADSET - WHITE,239,,187.04,187.04,187.04,Smart Device And CE,4,,8.4044E+11,
CA-9011383-AP (HS35 V2 BLUE),DZ00110481,Corsair,CA-9011383-AP,CORSAIR HS35 V2 MULTIPLATFORM GAMING HEADSET - BLUE,79,,60.45,60.45,60.45,Smart Device And CE,3,,8.40007E+11,
CA-9011386-AP (HS35 SUR BLACK),DZ00110484,Corsair,CA-9011386-AP,CORSAIR HS35 SURROUND V2 GAMING HEADSET - CARBON,99,,75.76,75.76,75.76,Smart Device And CE,14,,8.40007E+11,
CB1405CTA-S60722,DZ00114006,Asus,90NX0934-M00SK0,"ASUS CB1405CTA-S60722 INTEL CORE 3 - N355 14"" FHD LPDDR5 8G 128G EMMC WIFI 6 GREY CHROMEOS NON TOUCH SCREEN CHROMEBOOK PLUS 1Y PUR",1409,,955.53,955.53,955.53,Notebook - Commercial,30,4.71164E+12,1.99291E+11,
CB1405CTA-S60781,DZ00113311,Asus,90NX0933-M00UR0,"ASUS CB1405CTA-S60781 INTEL CORE 3 - N355 14"" FHD 8G LPDDR5 128G EMMC GREY CHROMEOS NON TOUCH SCREEN CHROMEBOOK 1Y PUR",1303,,873.79,873.79,873.79,Notebook - Commercial,8,,CB1405CTA-S60781,
CB3402CVA-PQ0119,DZ00113256,Asus,90NX07P2-M003Z0,ASUS CB3402CVA-PQ0119 14'' FHD INTEL CORE 5 -120U 1.4GHZ 8GB LPDDR5 256GB UFS CHROME OS NON TOUCH GREY CHROMEBOOK PLUS 1Y WARRANTY,1814,,1324.17,1324.17,1324.17,Notebook - Commercial,30,4.71139E+12,1.97106E+11,
CC-9011205-WW (4000X WHI),82564,Corsair,CC-9011205-WW,CORSAIR ICUE 4000X RGB TEMPERED GLASS MID-TOWER - WHITE,219,,169,169,169,PC Case,8,0840006626657,8.40007E+11,
CC-9011252-WW(3000D WHE),DZ00110010,Corsair,CC-9011252-WW,CORSAIR 3000D AIRFLOW TEMPERED GLASS MID-TOWER - WHITE,195,,85,85,85,PC Case,13,,8.40007E+11,
CC-9011256-WW(3000DRGBWHE),DZ00110012,Corsair,CC-9011256-WW,CORSAIR 3000D RGB TEMPERED GLASS MID TOWER CASE WHITE,255,,119,119,119,PC Case,12,,8.40007E+11,
CC-9011276-WW(3500X),DZ00110697,Corsair,CC-9011276-WW,CORSAIR 3500X MID-TOWER PC CASE TEMPERED GLASS BLACK,175,TBC,119,119,119,PC Case,0,,1,
CC-9011277-WW(3500XWH),DZ00110698,Corsair,CC-9011277-WW,CORSAIR 3500X MID-TOWER PC CASE TEMPERED GLASS WHITE,179,,115,115,115,PC Case,16,,1,
CC-9011278-WW(3500XARGB),DZ00110699,Corsair,CC-9011278-WW,CORSAIR 3500X ARGB TEMPERED GLASS MID-TOWER PC CASE BLACK,210,TBC,145,145,145,PC Case,0,,1,
CC-9011279-WW(3500XARGBWH),DZ00110700,Corsair,CC-9011279-WW,CORSAIR 3500X ARGB TEMPERED GLASS MID-TOWER PC CASE WHITE,210,TBC,139,139,139,PC Case,0,,1,
CC-9011296-WW(4000D ARGB),DZ00112201,Corsair,CC-9011296-WW,"CORSAIR FRAME 4000D RS ARGB MID-TOWER PC CASE, BLACK",219,TBC,165,165,165,PC Case,0,,8.4044E+11,
CC-9011297-WW(4000D ARGB WHT),DZ00112202,Corsair,CC-9011297-WW,"CORSAIR FRAME 4000D RS ARGB MID-TOWER PC CASE, WHITE",209,,159,159,159,PC Case,9,,8.4044E+11,
CC-9011306-WW(XENEON EDGE LCD),DZ00113240,Corsair,CC-9011306-WW,CORSAIR XENEON EDGE 14.5 MULTI-TOUCH DISPLAY,499,10/08/2026,399.2,399.2,399.2,Smart Device And CE,0,,8.4044E+11,
CC-9011312-WW(4000D),DZ00112199,Corsair,CC-9011312-WW,"CORSAIR FRAME 4000D RS MID-TOWER, BLACK",199,TBC,149,149,149,PC Case,0,,8.4044E+11,
CC-9011313-WW(4000D WHT),DZ00112200,Corsair,CC-9011313-WW,"CORSAIR FRAME 4000D RS MID-TOWER, WHITE",199,,145,145,145,PC Case,18,,8.4044E+11,
CH-9000235-WW (PBT KEYCAPS B),76061,Corsair,CH-9000235-WW,CORSAIR [CH-9000235-WW] PBT DOUBLE-SHOT GAMING KEYCAPS - BLACK,69,,54,54,54,Smart Device And CE,1,0843591029742,8.43591E+11,
CH-9100020-WW (MM100 MEDIUM),73159,Corsair,CH-9100020-WW,CORSAIR MM100 GAMING MOUSE PAD - MEDIUM,19,,12.39,12.39,12.39,Smart Device And CE,13,0843591094429,8.43591E+11,
CH-9109414-NA(K70 RGB MX SLV),86071,Corsair,CH-9109414-NA,CORSAIR K70 RGB PRO MECHANICAL GAMING KEYBOARD BACKLIT RGB LED CHERRY MX SPEED SILVER BLACK BLACK PBT KEYCAPS,289,,226.17,226.17,226.17,Smart Device And CE,4,8.40007E+11,8.40007E+11,
CH-910971E-NA(K70 MX-RGB),89933,Corsair,CH-910971E-NA,CORSAIR K70 CORE RGB MECHANICAL GAMING KEYBOARD - BLACK,199,22/09/2026,155.74,155.74,155.74,Smart Device And CE,0,0840006666707,8.40007E+11,
CH-911911E-NA(K70 C TKL RGB),DZ00111031,Corsair,CH-911911E-NA,CORSAIR K70 CORE TKL RGB MECHANICAL GAMING KEYBOARD,199,22/09/2026,155.74,155.74,155.74,Smart Device And CE,0,8.40007E+11,0840006678786,
CH-911911G-NA(K70 TKL BLK),DZ00111034,Corsair,CH-911911G-NA,CORSAIR K70 PRO TKL HIGH PERFORMANCE HALL EFFECT RAPID TRIGGER GAMING KEYBOARD - BLACK,349,,273.13,273.13,273.13,Smart Device And CE,6,8.40007E+11,0840006683650,
